HMS LINCS Batch ID,HMS LINCS ID,Name,Alternative Names,LINCS ID,PubChem CID,ChEBI ID,ChEMBL ID,Molecular Mass,InChi,InChi Key,SMILES,Relevant Citations,Comments,Provider,Provider Batch ID,Molecular Weight,Purity,Purification Method,Chemical Synthesis Reference,Date Publicly Available,Most Recent Update
10035-109-4,10035,Sigma A6730,KIN001-102; AKT inhibitor VIII; Akt1/2 kinase inhibitor,LSM-1035,10196499,,258844,551.24,"InChI=1S/C34H29N7O/c42-34-39-26-8-4-5-9-31(26)41(34)25-14-16-40(17-15-25)20-22-10-12-24(13-11-22)33-32(23-6-2-1-3-7-23)37-29-18-27-28(36-21-35-27)19-30(29)38-33/h1-13,18-19,21,25H,14-17,20H2,(H,35,36)(H,39,42)",BIWGYFZAEWGBAL-UHFFFAOYSA-N,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=NC6=CC7=C(C=C6N=C5C8=CC=CC=C8)N=CN7,,,Sigma-Aldrich,,,,,,,2016-04-04
10048-101-5,10048,PD184352,CI-1040,LSM-1048,6918454,,,477.98,"InChI=1S/C17H14ClF2IN2O2/c18-12-7-10(21)3-6-14(12)22-16-11(4-5-13(19)15(16)20)17(24)23-25-8-9-1-2-9/h3-7,9,22H,1-2,8H2,(H,23,24)",GFMMXOIFOQCCGU-UHFFFAOYSA-N,C1CC1CONC(=O)C2=C(C(=C(C=C2)F)F)NC3=C(C=C(C=C3)I)Cl,,,Selleck Chemicals,,478.660000,,,,,2016-04-04
10126-102-5,10126,PI103,,LSM-1126,9884685,,538346,348.12,"InChI=1S/C19H16N4O3/c24-13-4-1-3-12(11-13)17-21-15-14-5-2-6-20-19(14)26-16(15)18(22-17)23-7-9-25-10-8-23/h1-6,11,24H,7-10H2",TUVCWJQQGGETHL-UHFFFAOYSA-N,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)O,,,Tocris,,384.820000,,,,,2016-04-04
10138-101-5,10138,Ruxolitinib,,LSM-1139,25126798,,,306.16,"InChI=1S/C17H18N6/c18-7-5-15(12-3-1-2-4-12)23-10-13(9-22-23)16-14-6-8-19-17(14)21-11-20-16/h6,8-12,15H,1-5H2,(H,19,20,21)/t15-/m1/s1",HFNKQEVNSGCOJV-OAHLLOKOSA-N,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,,,Selleck Chemicals,,306.370000,,,,,2016-07-12
10226-101-2,10226,Tofacitinib,Tasocitinib; CP-690550; Xeljanz,LSM-1227,9926791,,,312.17,"InChI=1S/C16H20N6O/c1-11-5-8-22(14(23)3-6-17)9-13(11)21(2)16-12-4-7-18-15(12)19-10-20-16/h4,7,10-11,13H,3,5,8-9H2,1-2H3,(H,18,19,20)/t11-,13+/m1/s1",UJLAWZDWDVHWOW-YPMHNXCESA-N,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,,,Selleck Chemicals,,312.370000,,,,,2016-04-04
10227-101-2,10227,EO1428,,LSM-1228,9801969,,,414.01,"InChI=1S/C20H16BrClN2O/c1-12-4-2-3-5-15(12)20(25)16-8-7-14(11-17(16)22)24-19-9-6-13(21)10-18(19)23/h2-11,24H,23H2,1H3",HDCLCHNAEZNGNV-UHFFFAOYSA-N,CC1=CC=CC=C1C(=O)C2=C(C=C(C=C2)NC3=C(C=C(C=C3)Br)N)Cl,,,Tocris,,415.710000,,,,,2016-04-04
10228-102-3,10228,IKK16,,LSM-2309,9549298,,,483.21,"InChI=1S/C28H29N5OS/c34-27(33-17-12-23(13-18-33)32-15-3-4-16-32)20-7-9-22(10-8-20)30-28-29-14-11-24(31-28)26-19-21-5-1-2-6-25(21)35-26/h1-2,5-11,14,19,23H,3-4,12-13,15-18H2,(H,29,30,31)",BWZJBXAPRCVCKQ-UHFFFAOYSA-N,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC=C(C=C3)NC4=NC=CC(=N4)C5=CC6=CC=CC=C6S5,,,Tocris,,520.090000,,,,,2016-04-04
10230-101-3,10230,Lestaurtinib,CEP-701,LSM-1231,126565,,,439.15,"InChI=1S/C26H21N3O4/c1-25-26(32,12-30)10-18(33-25)28-16-8-4-2-6-13(16)20-21-15(11-27-24(21)31)19-14-7-3-5-9-17(14)29(25)23(19)22(20)28/h2-9,18,30,32H,10-12H2,1H3,(H,27,31)/t18-,25+,26+/m1/s1",UIARLYUEJFELEN-LROUJFHJSA-N,C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,,,LC Laboratories,,439.460000,,,,,2016-04-04
10363-101-2,10363,JNK-IN-8,JNK Inhibitor XVI,LSM-44525,76516568,,,507.24,"InChI=1S/C29H29N7O2/c1-20-17-24(11-12-25(20)34-29-31-15-13-26(35-29)22-8-5-14-30-19-22)33-28(38)21-7-4-9-23(18-21)32-27(37)10-6-16-36(2)3/h4-15,17-19H,16H2,1-3H3,(H,32,37)(H,33,38)(H,31,34,35)",GJFCSAPFHAXMSF-UHFFFAOYSA-N,CC1=C(C=CC(=C1)NC(=O)C2=CC(=CC=C2)NC(=O)C=CCN(C)C)NC3=NC=CC(=N3)C4=CN=CC=C4,,,Nathanael Gray (DFCI),,,,,,,2018-03-30
10477-101-1,10477,JNK-IN-11,,LSM-44526,57340689,,,608.26,"InChI=1S/C36H32N8O2/c1-43(2)22-9-15-32(45)38-29-13-8-12-26(24-29)35(46)39-27-16-18-28(19-17-27)40-36-37-21-20-30(41-36)33-31-14-6-7-23-44(31)42-34(33)25-10-4-3-5-11-25/h3-21,23-24H,22H2,1-2H3,(H,38,45)(H,39,46)(H,37,40,41)/b15-9+",OCZDPFMSAKKNRH-OQLLNIDSSA-N,CN(C)C/C=C/C(=O)NC1=CC=CC(=C1)C(=O)NC2=CC=C(C=C2)NC3=NC=CC(=N3)C4=C5C=CC=CN5N=C4C6=CC=CC=C6,,,Nathanael Gray (DFCI),,,,,,,2018-03-30
